Tournament,Tournament ID,Stage,Stage ID,Match Type,Match Type ID
VCT 2025: China Stage 2,2499,Playoffs,4863.0,Lower Round 3,33223.0
VCT 2025: China Stage 2,2499,Playoffs,4863.0,Lower Final,33224.0
VCT 2025: China Stage 2,2499,Group Stage,4857.0,Week 1,32228.0
VCT 2025: China Stage 2,2499,Group Stage,4857.0,Week 2,32229.0
VCT 2025: China Stage 2,2499,Group Stage,4857.0,Week 3,32230.0
VCT 2025: China Stage 2,2499,Group Stage,4857.0,Week 4,32231.0
VCT 2025: China Stage 2,2499,All Stages,,All Match Types,
VCT 2025: EMEA Stage 2,2498,Playoffs,4860.0,Upper Round 1,33355.0
VCT 2025: EMEA Stage 2,2498,Playoffs,4860.0,Upper Semifinals,33356.0
VCT 2025: EMEA Stage 2,2498,Playoffs,4860.0,Upper Final,33357.0
VCT 2025: EMEA Stage 2,2498,Playoffs,4860.0,Grand Final,33358.0
VCT 2025: EMEA Stage 2,2498,Playoffs,4860.0,Lower Round 1,33359.0
VCT 2025: EMEA Stage 2,2498,Playoffs,4860.0,Lower Round 2,33360.0
VCT 2025: EMEA Stage 2,2498,Playoffs,4860.0,Lower Round 3,33361.0
VCT 2025: EMEA Stage 2,2498,Playoffs,4860.0,Lower Final,33362.0
VCT 2025: EMEA Stage 2,2498,Group Stage,4856.0,Week 1,32633.0
VCT 2025: EMEA Stage 2,2498,Group Stage,4856.0,Week 2,32634.0
VCT 2025: EMEA Stage 2,2498,Group Stage,4856.0,Week 3,32635.0
VCT 2025: EMEA Stage 2,2498,Group Stage,4856.0,Week 4,32636.0
VCT 2025: EMEA Stage 2,2498,Group Stage,4856.0,Week 5,32637.0
VCT 2025: EMEA Stage 2,2498,All Stages,,All Match Types,
VCT 2025: Americas Stage 2,2501,Playoffs,4861.0,Upper Round 1,33347.0
VCT 2025: Americas Stage 2,2501,Playoffs,4861.0,Upper Semifinals,33348.0
VCT 2025: Americas Stage 2,2501,Playoffs,4861.0,Upper Final,33349.0
VCT 2025: Americas Stage 2,2501,Playoffs,4861.0,Grand Final,33350.0
VCT 2025: Americas Stage 2,2501,Playoffs,4861.0,Lower Round 1,33351.0
VCT 2025: Americas Stage 2,2501,Playoffs,4861.0,Lower Round 2,33352.0
VCT 2025: Americas Stage 2,2501,Playoffs,4861.0,Lower Round 3,33353.0
VCT 2025: Americas Stage 2,2501,Playoffs,4861.0,Lower Final,33354.0
VCT 2025: Americas Stage 2,2501,Group Stage,4859.0,Week 1,32389.0
VCT 2025: Americas Stage 2,2501,Group Stage,4859.0,Week 2,32390.0
VCT 2025: Americas Stage 2,2501,Group Stage,4859.0,Week 3,32391.0
VCT 2025: Americas Stage 2,2501,Group Stage,4859.0,Week 4,32392.0
VCT 2025: Americas Stage 2,2501,Group Stage,4859.0,Week 5,32393.0
VCT 2025: Americas Stage 2,2501,All Stages,,All Match Types,
Valorant Masters Toronto 2025,2282,Playoffs,4416.0,Upper Quarterfinals,31914.0
Valorant Masters Toronto 2025,2282,Playoffs,4416.0,Upper Semifinals,31915.0
Valorant Masters Toronto 2025,2282,Playoffs,4416.0,Upper Final,31916.0
Valorant Masters Toronto 2025,2282,Playoffs,4416.0,Grand Final,31917.0
Valorant Masters Toronto 2025,2282,Playoffs,4416.0,Lower Round 1,31918.0
Valorant Masters Toronto 2025,2282,Playoffs,4416.0,Lower Round 2,31919.0
Valorant Masters Toronto 2025,2282,Playoffs,4416.0,Lower Round 3,31920.0
Valorant Masters Toronto 2025,2282,Playoffs,4416.0,Lower Final,31921.0
Valorant Masters Toronto 2025,2282,Swiss Stage,4417.0,Round 1,31412.0
Valorant Masters Toronto 2025,2282,Swiss Stage,4417.0,Round 2 (1-0),31413.0
Valorant Masters Toronto 2025,2282,Swiss Stage,4417.0,Round 2 (0-1),31414.0
Valorant Masters Toronto 2025,2282,Swiss Stage,4417.0,Round 3 (1-1),31415.0
Valorant Masters Toronto 2025,2282,All Stages,,All Match Types,
VCT 2025: EMEA Stage 1,2380,Playoffs,4613.0,Upper Round 1,31083.0
VCT 2025: EMEA Stage 1,2380,Playoffs,4613.0,Upper Semifinals,31084.0
VCT 2025: EMEA Stage 1,2380,Playoffs,4613.0,Upper Final,31085.0
VCT 2025: EMEA Stage 1,2380,Playoffs,4613.0,Grand Final,31086.0
VCT 2025: EMEA Stage 1,2380,Playoffs,4613.0,Lower Round 1,31087.0
VCT 2025: EMEA Stage 1,2380,Playoffs,4613.0,Lower Round 2,31088.0
VCT 2025: EMEA Stage 1,2380,Playoffs,4613.0,Lower Round 3,31089.0
VCT 2025: EMEA Stage 1,2380,Playoffs,4613.0,Lower Final,31090.0
VCT 2025: EMEA Stage 1,2380,Group Stage,4612.0,Week 1,29986.0
VCT 2025: EMEA Stage 1,2380,Group Stage,4612.0,Week 2,29987.0
VCT 2025: EMEA Stage 1,2380,Group Stage,4612.0,Week 3,29988.0
VCT 2025: EMEA Stage 1,2380,Group Stage,4612.0,Week 4,29989.0
VCT 2025: EMEA Stage 1,2380,Group Stage,4612.0,Week 5,29990.0
VCT 2025: EMEA Stage 1,2380,All Stages,,All Match Types,
VCT 2025: Pacific Stage 1,2379,Playoffs,4610.0,Upper Round 1,30631.0
VCT 2025: Pacific Stage 1,2379,Playoffs,4610.0,Upper Semifinals,30632.0
VCT 2025: Pacific Stage 1,2379,Playoffs,4610.0,Upper Final,30633.0
VCT 2025: Pacific Stage 1,2379,Playoffs,4610.0,Grand Final,30634.0
VCT 2025: Pacific Stage 1,2379,Playoffs,4610.0,Lower Round 1,30635.0
VCT 2025: Pacific Stage 1,2379,Playoffs,4610.0,Lower Round 2,30636.0
VCT 2025: Pacific Stage 1,2379,Playoffs,4610.0,Lower Round 3,30637.0
VCT 2025: Pacific Stage 1,2379,Playoffs,4610.0,Lower Final,30638.0
VCT 2025: Pacific Stage 1,2379,Group Stage,4609.0,Week 1,29912.0
VCT 2025: Pacific Stage 1,2379,Group Stage,4609.0,Week 2,29913.0
VCT 2025: Pacific Stage 1,2379,Group Stage,4609.0,Week 3,29914.0
VCT 2025: Pacific Stage 1,2379,Group Stage,4609.0,Week 4,29915.0
VCT 2025: Pacific Stage 1,2379,Group Stage,4609.0,Week 5,29916.0
VCT 2025: Pacific Stage 1,2379,All Stages,,All Match Types,
VCT 2025: China Stage 1,2359,Playoffs,4614.0,Upper Round 1,30575.0
VCT 2025: China Stage 1,2359,Playoffs,4614.0,Upper Semifinals,30576.0
VCT 2025: China Stage 1,2359,Playoffs,4614.0,Upper Final,30577.0
VCT 2025: China Stage 1,2359,Playoffs,4614.0,Grand Final,30578.0
VCT 2025: China Stage 1,2359,Playoffs,4614.0,Lower Round 1,30579.0
VCT 2025: China Stage 1,2359,Playoffs,4614.0,Lower Round 2,30580.0
VCT 2025: China Stage 1,2359,Playoffs,4614.0,Lower Round 3,30581.0
VCT 2025: China Stage 1,2359,Playoffs,4614.0,Lower Final,30582.0
VCT 2025: China Stage 1,2359,Group Stage,4570.0,Week 1,29562.0
VCT 2025: China Stage 1,2359,Group Stage,4570.0,Week 2,29563.0
VCT 2025: China Stage 1,2359,Group Stage,4570.0,Week 3,29564.0
VCT 2025: China Stage 1,2359,Group Stage,4570.0,Week 4,29565.0
VCT 2025: China Stage 1,2359,Group Stage,4570.0,Week 5,29566.0
VCT 2025: China Stage 1,2359,All Stages,,All Match Types,
VCT 2025: Americas Stage 1,2347,Playoffs,4542.0,Upper Round 1,30811.0
VCT 2025: Americas Stage 1,2347,Playoffs,4542.0,Upper Semifinals,30812.0
VCT 2025: Americas Stage 1,2347,Playoffs,4542.0,Upper Final,30813.0
VCT 2025: Americas Stage 1,2347,Playoffs,4542.0,Grand Final,30814.0
VCT 2025: Americas Stage 1,2347,Playoffs,4542.0,Lower Round 1,30815.0
VCT 2025: Americas Stage 1,2347,Playoffs,4542.0,Lower Round 2,30816.0
VCT 2025: Americas Stage 1,2347,Playoffs,4542.0,Lower Round 3,30817.0
VCT 2025: Americas Stage 1,2347,Playoffs,4542.0,Lower Final,30818.0
VCT 2025: Americas Stage 1,2347,Group Stage,4541.0,Week 1,29969.0
VCT 2025: Americas Stage 1,2347,Group Stage,4541.0,Week 2,29970.0
VCT 2025: Americas Stage 1,2347,Group Stage,4541.0,Week 3,29971.0
VCT 2025: Americas Stage 1,2347,Group Stage,4541.0,Week 4,29972.0
VCT 2025: Americas Stage 1,2347,Group Stage,4541.0,Week 5,29973.0
VCT 2025: Americas Stage 1,2347,All Stages,,All Match Types,
Valorant Masters Bangkok 2025,2281,Playoffs,4414.0,Upper Semifinals,29481.0
Valorant Masters Bangkok 2025,2281,Playoffs,4414.0,Upper Final,29482.0
Valorant Masters Bangkok 2025,2281,Playoffs,4414.0,Grand Final,29483.0
Valorant Masters Bangkok 2025,2281,Playoffs,4414.0,Lower Round 1,29484.0
Valorant Masters Bangkok 2025,2281,Playoffs,4414.0,Lower Final,29485.0
Valorant Masters Bangkok 2025,2281,Swiss Stage,4415.0,Round 1,29454.0
Valorant Masters Bangkok 2025,2281,Swiss Stage,4415.0,Round 2 (1-0),29478.0
Valorant Masters Bangkok 2025,2281,Swiss Stage,4415.0,Round 2 (0-1),29479.0
Valorant Masters Bangkok 2025,2281,Swiss Stage,4415.0,Round 3,29480.0
Valorant Masters Bangkok 2025,2281,All Stages,,All Match Types,
VCT 2025: EMEA Kickoff,2276,Main Event,4407.0,Upper Round 1,28638.0
VCT 2025: EMEA Kickoff,2276,Main Event,4407.0,Upper Quarterfinals,28639.0
VCT 2025: EMEA Kickoff,2276,Main Event,4407.0,Upper Semifinals,28640.0
VCT 2025: EMEA Kickoff,2276,Main Event,4407.0,Upper Final,28641.0
VCT 2025: EMEA Kickoff,2276,Main Event,4407.0,Grand Final,28642.0
VCT 2025: EMEA Kickoff,2276,Main Event,4407.0,Lower Round 1,28643.0
VCT 2025: EMEA Kickoff,2276,Main Event,4407.0,Lower Round 2,28644.0
VCT 2025: EMEA Kickoff,2276,Main Event,4407.0,Lower Round 3,28645.0
VCT 2025: EMEA Kickoff,2276,Main Event,4407.0,Lower Round 4,28646.0
VCT 2025: EMEA Kickoff,2276,Main Event,4407.0,Lower Final,28647.0
VCT 2025: EMEA Kickoff,2276,All Stages,,All Match Types,
VCT 2025: Pacific Kickoff,2277,Main Event,4408.0,Upper Round 1,28700.0
VCT 2025: Pacific Kickoff,2277,Main Event,4408.0,Upper Quarterfinals,28701.0
VCT 2025: Pacific Kickoff,2277,Main Event,4408.0,Upper Semifinals,28702.0
VCT 2025: Pacific Kickoff,2277,Main Event,4408.0,Upper Final,28703.0
VCT 2025: Pacific Kickoff,2277,Main Event,4408.0,Grand Final,28704.0
VCT 2025: Pacific Kickoff,2277,Main Event,4408.0,Lower Round 1,28705.0
VCT 2025: Pacific Kickoff,2277,Main Event,4408.0,Lower Round 2,28706.0
VCT 2025: Pacific Kickoff,2277,Main Event,4408.0,Lower Round 3,28707.0
VCT 2025: Pacific Kickoff,2277,Main Event,4408.0,Lower Round 4,28708.0
VCT 2025: Pacific Kickoff,2277,Main Event,4408.0,Lower Final,28709.0
VCT 2025: Pacific Kickoff,2277,All Stages,,All Match Types,
VCT 2025: Americas Kickoff,2274,Main Event,4405.0,Upper Round 1,28607.0
VCT 2025: Americas Kickoff,2274,Main Event,4405.0,Upper Quarterfinals,28608.0
VCT 2025: Americas Kickoff,2274,Main Event,4405.0,Upper Semifinals,28609.0
VCT 2025: Americas Kickoff,2274,Main Event,4405.0,Upper Final,28610.0
VCT 2025: Americas Kickoff,2274,Main Event,4405.0,Grand Final,28611.0
VCT 2025: Americas Kickoff,2274,Main Event,4405.0,Lower Round 1,28612.0
VCT 2025: Americas Kickoff,2274,Main Event,4405.0,Lower Round 2,28613.0
VCT 2025: Americas Kickoff,2274,Main Event,4405.0,Lower Round 3,28614.0
VCT 2025: Americas Kickoff,2274,Main Event,4405.0,Lower Round 4,28615.0
VCT 2025: Americas Kickoff,2274,Main Event,4405.0,Lower Final,28616.0
VCT 2025: Americas Kickoff,2274,All Stages,,All Match Types,
VCT 2025: China Kickoff,2275,Main Event,4406.0,Upper Round 1,28729.0
VCT 2025: China Kickoff,2275,Main Event,4406.0,Upper Quarterfinals,28730.0
VCT 2025: China Kickoff,2275,Main Event,4406.0,Upper Semifinals,28731.0
VCT 2025: China Kickoff,2275,Main Event,4406.0,Upper Final,28732.0
VCT 2025: China Kickoff,2275,Main Event,4406.0,Grand Final,28733.0
VCT 2025: China Kickoff,2275,Main Event,4406.0,Lower Round 1,28734.0
VCT 2025: China Kickoff,2275,Main Event,4406.0,Lower Round 2,28735.0
VCT 2025: China Kickoff,2275,Main Event,4406.0,Lower Round 3,28736.0
VCT 2025: China Kickoff,2275,Main Event,4406.0,Lower Round 4,28737.0
VCT 2025: China Kickoff,2275,Main Event,4406.0,Lower Final,28738.0
VCT 2025: China Kickoff,2275,All Stages,,All Match Types,
